participant_id,trial_index,attractiveness_rating,stimulus,response,reasons_selected,other_reason_text,rt,time_elapsed,latent_vector
4,4,40,face_239.png,0,"[""Mouth"",""Eyes"",""Hair""]",NA,12206,91043,
4,5,30,face_167.png,0,"[""Mouth"",""Jaw""]",NA,12890,103939,
4,6,30,face_205.png,0,"[""Mouth"",""Eyes"",""Hair""]",NA,11073,115016,
4,7,40,face_137.png,0,"[""Mouth"",""Eyes"",""Nose""]",NA,14481,129500,
4,8,70,face_390.png,0,"[""Mouth"",""Eyes"",""Hair""]",NA,10574,140078,
4,9,60,face_411.png,0,"[""Mouth"",""Nose"",""Hair""]",NA,13092,153174,
5,0,50,face_078.png,0,"[""Eyes"",""Jaw"",""Hair""]",NA,34064,34066,
5,1,60,face_146.png,0,"[""Mouth"",""Eyes"",""Hair""]",NA,27709,61778,
5,2,40,face_178.png,0,"[""Eyes"",""Ears"",""Hair""]",NA,34086,95867,
5,3,40,face_277.png,0,"[""Eyes"",""Nose""]",NA,21897,117767,
5,4,70,face_372.png,0,"[""Mouth"",""Eyes"",""Nose"",""Hair""]",NA,18835,136604,
5,5,30,face_424.png,0,[],NA,43549,180155,
5,6,60,face_378.png,0,"[""Eyes"",""Nose"",""Ears"",""Jaw"",""Hair""]",NA,18356,198514,
5,7,40,face_283.png,0,"[""Mouth"",""Eyes""]",NA,16481,214997,
5,8,60,face_185.png,0,"[""Mouth"",""Eyes""]",NA,11942,226941,
5,9,30,face_115.png,0,"[""Eyes""]",NA,15910,242854,
6,0,10,face_241.png,0,"[""Eyes"",""Nose""]",NA,20071,20084,
6,1,0,face_061.png,0,[],NA,10700,30791,
6,2,10,face_174.png,0,"[""Eyes""]",NA,11779,42573,
6,3,0,face_424.png,0,[],NA,6032,48607,
6,4,70,face_073.png,0,"[""Eyes"",""Nose"",""Hair""]",NA,13034,61644,
6,5,0,face_423.png,0,[],NA,9930,71578,
6,6,20,face_238.png,0,"[""Mouth"",""Eyes"",""Nose"",""Hair""]",NA,14030,85612,
6,7,20,face_357.png,0,"[""Mouth"",""Eyes"",""Nose""]",NA,8862,94479,
6,8,70,face_333.png,0,"[""Mouth"",""Eyes"",""Nose""]",NA,51496,145978,
6,9,0,face_260.png,0,[],NA,4527,150511,
7,0,100,face_390.png,0,"[""Mouth"",""Eyes""]",NA,37540,37556,
7,1,100,face_378.png,0,"[""Mouth"",""Eyes""]",NA,11098,48659,
7,2,100,face_419.png,0,"[""Mouth"",""Eyes""]",NA,8669,57332,
7,3,100,face_420.png,0,"[""Mouth"",""Eyes""]",NA,3493,60827,
7,4,100,face_423.png,0,"[""Mouth"",""Eyes""]",NA,3216,64048,
7,5,100,face_132.png,0,"[""Mouth"",""Eyes""]",NA,3236,67289,
7,6,100,face_151.png,0,"[""Mouth"",""Eyes""]",NA,3139,70431,
7,7,100,face_350.png,0,"[""Mouth"",""Eyes""]",NA,5895,76331,
7,8,100,face_265.png,0,"[""Mouth"",""Eyes""]",NA,3404,79739,
7,9,100,face_041.png,0,"[""Mouth"",""Eyes""]",NA,3336,83079,
8,0,0,face_062.png,0,"[""Mouth"",""Eyes"",""Jaw""]",NA,29243,29260,
8,1,30,face_030.png,0,"[""Mouth"",""Eyes"",""Nose"",""Jaw""]",NA,23500,52765,
8,2,30,face_077.png,0,"[""Mouth"",""Hair""]",NA,9716,62486,
8,3,20,face_424.png,0,"[""Eyes"",""Jaw"",""Hair""]",NA,17488,79978,
8,4,40,face_149.png,0,"[""Mouth"",""Jaw"",""Hair""]",NA,23021,103003,
8,5,90,face_167.png,0,"[""Mouth"",""Eyes"",""Nose""]",NA,30232,133239,
8,6,80,face_156.png,0,"[""Mouth"",""Eyes"",""Nose"",""Jaw""]",NA,7085,140327,
8,7,20,face_079.png,0,"[""Mouth"",""Eyes"",""Jaw""]",NA,9732,150062,
8,8,50,face_313.png,0,"[""Mouth"",""Eyes""]",NA,6420,156485,
8,9,90,face_033.png,0,"[""Mouth""]",NA,6202,162693,
9,0,30,face_387.png,0,"[""Nose"",""Ears"",""Hair""]",NA,14483,14483,
9,1,30,face_167.png,0,"[""Eyes"",""Nose""]",NA,13074,27561,
9,2,30,face_352.png,0,"[""Mouth"",""Eyes""]",NA,9498,37064,
9,3,50,face_404.png,0,"[""Eyes"",""Nose"",""Jaw""]",NA,13678,50744,
9,4,50,face_146.png,0,"[""Mouth"",""Eyes"",""Hair""]",NA,10082,60832,
9,5,50,face_029.png,0,"[""Mouth"",""Eyes"",""Nose"",""Hair""]",NA,7837,68671,
9,6,30,face_472.png,0,"[""Eyes"",""Nose""]",NA,6887,75561,
9,7,60,face_392.png,0,"[""Eyes"",""Nose"",""Hair""]",NA,10831,86395,
9,8,50,face_199.png,0,"[""Mouth"",""Eyes"",""Nose""]",NA,7388,93785,
9,9,30,face_431.png,0,"[""Eyes"",""Hair""]",NA,9266,103055,
10,0,0,face_270.png,0,"[""Eyes""]",NA,21355,21364,
10,1,10,face_078.png,0,"[""Eyes""]",NA,12039,33411,
10,2,30,face_331.png,0,"[""Mouth"",""Eyes""]",NA,10564,43979,
10,3,10,face_115.png,0,"[""Eyes""]",NA,8814,52797,
10,4,40,face_033.png,0,"[""Mouth"",""Eyes""]",NA,10060,62863,
10,5,0,face_358.png,0,"[""Eyes""]",NA,7011,69879,
10,6,20,face_377.png,0,"[""Mouth"",""Eyes""]",NA,5196,75080,
10,7,50,face_076.png,0,"[""Mouth"",""Eyes""]",NA,8645,83729,
10,8,10,face_011.png,0,"[""Eyes""]",NA,4648,88381,
10,9,20,face_174.png,0,"[""Eyes""]",NA,4599,92984,
11,0,80,face_073.png,0,"[""Mouth"",""Nose""]",NA,27400,27404,
11,1,60,face_041.png,0,"[""Jaw""]",NA,9748,37160,
11,2,40,face_435.png,0,"[""Eyes""]",NA,6736,43900,
11,3,100,face_217.png,0,"[""Mouth"",""Eyes"",""Nose""]",NA,15323,59227,
11,4,0,face_160.png,0,[],NA,4415,63645,
11,5,60,face_408.png,0,"[""Mouth""]",NA,4917,68568,
11,6,20,face_472.png,0,[],NA,5900,74471,
11,7,60,face_372.png,0,"[""Eyes""]",NA,4834,79309,
11,8,0,face_388.png,0,[],NA,3232,82545,
11,9,20,face_180.png,0,[],NA,6015,88564,
12,0,20,face_251.png,0,"[""Eyes"",""Nose"",""Hair""]",NA,28455,28459,
12,1,20,face_077.png,0,"[""Mouth"",""Jaw"",""Hair""]",NA,11359,39825,
12,2,30,face_061.png,0,"[""Nose"",""Hair"",""Other""]",Skin,24252,64083,
12,3,30,face_001.png,0,"[""Mouth"",""Eyes"",""Nose"",""Jaw""]",NA,11341,75429,
12,4,30,face_020.png,0,"[""Mouth""]",NA,13427,88860,
12,5,30,face_054.png,0,"[""Mouth"",""Eyes"",""Jaw"",""Hair""]",NA,21631,110497,
12,6,30,face_353.png,0,"[""Mouth"",""Eyes"",""Nose""]",NA,9494,119997,
12,7,40,face_199.png,0,"[""Mouth"",""Hair""]",NA,11717,131719,
12,8,30,face_204.png,0,"[""Mouth"",""Jaw""]",NA,9984,141707,
12,9,10,face_010.png,0,"[""Mouth"",""Eyes"",""Nose"",""Ears"",""Jaw"",""Hair""]",NA,10177,151890,
13,0,20,face_204.png,0,"[""Hair""]",NA,23630,23637,
13,1,60,face_372.png,0,"[""Eyes"",""Hair"",""Other""]",eyebrows,19359,43002,
13,2,10,face_077.png,0,"[""Hair""]",NA,30028,73035,
13,3,60,face_013.png,0,"[""Mouth"",""Ears"",""Hair""]",NA,29266,102305,
13,4,80,face_390.png,0,"[""Eyes"",""Nose"",""Hair""]",NA,11136,113446,
13,5,0,face_140.png,0,[],NA,15124,128578,
13,6,70,face_238.png,0,"[""Eyes"",""Hair""]",NA,27405,155988,
13,7,30,face_178.png,0,"[""Hair""]",NA,14670,170663,
13,8,0,face_251.png,0,"[""Hair"",""Other""]",cheeks,34922,205589,
13,9,0,face_021.png,0,"[""Ears""]",NA,7070,212663,
14,0,30,face_204.png,0,[],NA,33516,33525,
14,1,80,face_029.png,0,"[""Mouth"",""Eyes"",""Jaw"",""Hair""]",NA,23672,57203,
14,2,80,face_133.png,0,"[""Mouth"",""Eyes"",""Hair""]",NA,15909,73117,
14,3,50,face_350.png,0,"[""Mouth"",""Eyes"",""Ears""]",NA,22480,95601,
14,4,80,face_463.png,0,"[""Mouth"",""Eyes"",""Hair"",""Other""]",Eye brows,25597,121206,
14,5,10,face_140.png,0,"[""Mouth"",""Hair""]",NA,29495,150706,
14,6,50,face_205.png,0,"[""Eyes""]",NA,17009,167719,
14,7,70,face_435.png,0,"[""Eyes""]",NA,11850,179574,
14,8,70,face_162.png,0,"[""Mouth"",""Eyes"",""Ears"",""Hair""]",NA,17157,196736,
14,9,50,face_057.png,0,"[""Eyes"",""Nose"",""Ears""]",NA,11605,208345,
15,0,30,face_353.png,0,"[""Mouth"",""Eyes""]",NA,22124,22126,
15,1,40,face_388.png,0,[],NA,21935,44064,
15,2,80,face_277.png,0,"[""Eyes"",""Nose"",""Ears""]",NA,17957,62024,
15,3,60,face_238.png,0,"[""Mouth"",""Eyes""]",NA,12531,74558,
15,4,40,face_156.png,0,"[""Eyes"",""Hair""]",NA,23453,98013,
15,5,80,face_013.png,0,"[""Mouth"",""Eyes"",""Hair""]",NA,30261,128277,
15,6,40,face_033.png,0,"[""Mouth"",""Hair""]",NA,23635,151914,
15,7,40,face_151.png,0,"[""Mouth"",""Nose"",""Jaw""]",NA,22654,174571,
15,8,40,face_062.png,0,"[""Nose"",""Hair""]",NA,26716,201290,
15,9,40,face_030.png,0,"[""Eyes"",""Nose""]",NA,31457,232750,
16,0,30,face_156.png,0,"[""Eyes""]",NA,32418,32436,
16,1,0,face_010.png,0,"[""Ears"",""Jaw"",""Hair""]",NA,25784,58225,
16,2,60,face_320.png,0,"[""Eyes"",""Nose"",""Ears"",""Jaw"",""Hair"",""Other""]",Forehead,41516,99682,
16,3,50,face_419.png,0,"[""Eyes"",""Nose"",""Ears"",""Jaw"",""Hair""]",NA,19311,118998,
16,4,30,face_077.png,0,"[""Nose"",""Jaw"",""Hair""]",NA,35201,154202,
16,5,40,face_079.png,0,"[""Eyes"",""Nose"",""Jaw"",""Hair""]",NA,64763,218971,
16,6,20,face_137.png,0,"[""Jaw"",""Hair""]",NA,19193,238169,
16,7,30,face_061.png,0,"[""Mouth"",""Eyes"",""Jaw"",""Hair""]",NA,43249,281420,
16,8,80,face_357.png,0,"[""Mouth"",""Eyes"",""Nose"",""Jaw"",""Hair""]",NA,45416,326838,
16,9,30,face_140.png,0,"[""Mouth"",""Nose"",""Hair""]",NA,15698,342540,
17,0,20,face_463.png,0,"[""Other""]","Teeth’s are ok, rest is avrag",81884,81887,
17,1,0,face_151.png,0,[],NA,14209,96099,
17,2,20,face_060.png,0,"[""Eyes""]",NA,12996,109102,
17,3,10,face_251.png,0,[],NA,8557,117671,
17,4,10,face_030.png,0,[],NA,17343,135016,
17,5,10,face_438.png,0,[],NA,12080,147098,
17,6,50,face_011.png,0,"[""Nose""]",NA,10972,158071,
17,7,50,face_013.png,0,"[""Hair""]",NA,15710,173783,
17,8,50,face_357.png,0,"[""Eyes""]",NA,7089,180875,
17,9,50,face_390.png,0,"[""Jaw""]",NA,9020,189898,
18,0,60,face_376.png,0,"[""Mouth"",""Nose"",""Jaw""]",NA,25159,25162,
18,1,40,face_133.png,0,"[""Jaw"",""Other""]",NA,25514,50681,
18,2,10,face_137.png,0,"[""Mouth"",""Jaw"",""Hair""]",NA,23723,74409,
18,3,50,face_151.png,0,"[""Mouth"",""Eyes""]",NA,14449,88861,
18,4,30,face_054.png,0,"[""Mouth"",""Eyes""]",NA,11372,100237,
18,5,70,face_355.png,0,"[""Mouth"",""Eyes"",""Jaw""]",NA,15664,115905,
18,6,40,face_238.png,0,"[""Eyes""]",NA,5895,121805,
18,7,70,face_076.png,0,"[""Mouth"",""Eyes"",""Nose""]",NA,11543,133351,
18,8,50,face_199.png,0,"[""Mouth"",""Hair""]",NA,9605,142960,
18,9,40,face_309.png,0,"[""Mouth"",""Hair""]",NA,10905,153870,
19,0,20,face_404.png,0,"[""Eyes"",""Nose"",""Hair""]",NA,21780,21787,
19,1,10,face_108.png,0,[],NA,8921,30713,
19,2,20,face_277.png,0,"[""Ears""]",NA,12710,43427,
19,3,10,face_378.png,0,[],NA,9731,53163,
19,4,10,face_174.png,0,"[""Mouth"",""Other""]",NA,17369,70537,
19,5,0,face_421.png,0,[],NA,4756,75297,
19,6,10,face_020.png,0,[],NA,4456,79757,
19,7,10,face_204.png,0,[],NA,4209,83971,
19,8,10,face_149.png,0,[],NA,5135,89109,
19,9,10,face_160.png,0,[],NA,3987,93102,
20,0,70,face_146.png,0,"[""Mouth"",""Eyes"",""Hair""]",NA,18395,18398,
20,1,10,face_108.png,0,"[""Hair"",""Other""]",Wrinkles,17707,36109,
20,2,60,face_421.png,0,"[""Eyes"",""Hair""]",NA,29202,65316,
20,3,60,face_255.png,0,"[""Hair"",""Other""]","Head shape, eyebrows",34056,99375,
20,4,90,face_147.png,0,"[""Hair"",""Other""]",Facial hair,21039,120418,
20,5,80,face_420.png,0,"[""Mouth"",""Eyes"",""Other""]",Makeup,23102,143525,
20,6,70,face_204.png,0,"[""Eyes"",""Hair"",""Other""]",Glasses,28585,172115,
20,7,30,face_388.png,0,"[""Hair"",""Other""]",Age,31270,203389,
20,8,40,face_140.png,0,"[""Hair""]",NA,16785,220179,
20,9,60,face_473.png,0,"[""Eyes"",""Other""]",Age,34381,254564,
21,0,20,face_357.png,0,"[""Other""]",beard and not white teeth,22714,22720,
21,1,30,face_095.png,0,[],NA,5019,27744,
21,2,50,face_438.png,0,"[""Other""]",smile,23785,51533,
21,3,50,face_085.png,0,"[""Eyes""]",NA,10951,62488,
21,4,30,face_433.png,0,"[""Mouth""]",NA,11122,73615,
21,5,50,face_220.png,0,"[""Eyes""]",NA,7254,80873,
21,6,30,face_366.png,0,"[""Mouth"",""Eyes""]",NA,9131,90007,
21,7,20,face_205.png,0,"[""Other""]",old,8063,98074,
21,8,70,face_151.png,0,"[""Mouth""]",NA,6913,104991,
21,9,40,face_162.png,0,"[""Mouth""]",NA,5036,110030,
22,0,40,face_318.png,0,"[""Mouth"",""Nose""]",NA,99010,99016,
22,1,50,face_424.png,0,"[""Mouth"",""Nose"",""Hair""]",NA,16716,115740,
22,2,20,face_435.png,0,"[""Hair""]",NA,13580,129325,
22,3,60,face_438.png,0,"[""Mouth"",""Eyes"",""Nose"",""Hair""]",NA,29873,159202,
22,4,50,face_309.png,0,"[""Mouth"",""Eyes"",""Hair""]",NA,44032,203237,
22,5,10,face_062.png,0,[],NA,13497,216740,
22,6,70,face_200.png,0,"[""Mouth"",""Eyes"",""Hair""]",NA,25463,242209,
22,7,50,face_073.png,0,"[""Eyes"",""Hair""]",NA,12197,254410,
22,8,20,face_431.png,0,"[""Hair""]",NA,10638,265052,
22,9,70,face_325.png,0,"[""Mouth"",""Eyes"",""Nose"",""Hair""]",NA,34413,299469,
23,0,60,face_080.png,0,"[""Eyes"",""Jaw"",""Hair""]",NA,38761,38764,
23,1,70,face_408.png,0,"[""Eyes"",""Nose""]",NA,36802,75570,
23,2,60,face_151.png,0,"[""Eyes"",""Nose"",""Hair""]",NA,18088,93658,
23,3,70,face_463.png,0,"[""Eyes"",""Nose"",""Jaw""]",NA,33162,126822,
23,4,60,face_366.png,0,"[""Mouth"",""Eyes"",""Hair""]",NA,14687,141512,
23,5,20,face_102.png,0,"[""Mouth"",""Eyes"",""Jaw""]",NA,26431,167945,
23,6,60,face_178.png,0,"[""Mouth"",""Eyes"",""Hair""]",NA,13876,181822,
23,7,30,face_424.png,0,"[""Mouth"",""Jaw""]",NA,16376,198200,
23,8,40,face_079.png,0,"[""Jaw"",""Hair""]",NA,14678,212881,
23,9,70,face_255.png,0,"[""Mouth"",""Eyes""]",NA,26233,239115,
24,0,20,face_255.png,0,"[""Mouth"",""Nose"",""Jaw"",""Hair"",""Other""]",eyerbrows and wrinkles,180170,180173,
24,1,50,face_146.png,0,"[""Mouth"",""Eyes"",""Hair"",""Other""]",eyebrows,44249,224424,
24,2,60,face_029.png,0,"[""Mouth"",""Eyes"",""Jaw"",""Hair""]",NA,36580,261008,
24,3,50,face_079.png,0,"[""Mouth"",""Nose"",""Jaw"",""Hair"",""Other""]",face shape,42621,303632,
24,4,10,face_250.png,0,"[""Mouth"",""Eyes"",""Hair"",""Other""]",eyebrows,50964,354598,
24,5,30,face_431.png,0,"[""Eyes"",""Nose"",""Hair""]",NA,29319,383919,
24,6,NA,face_076.png,0,NA,NA,21494,405415,
24,7,70,face_333.png,0,"[""Mouth"",""Eyes"",""Jaw"",""Hair"",""Other""]",eyebrows,21728,427143,
24,8,80,face_378.png,0,"[""Mouth"",""Eyes"",""Hair""]",NA,46592,473737,
24,9,NA,face_260.png,0,NA,NA,27864,501604,
25,0,40,face_239.png,0,"[""Eyes"",""Hair""]",NA,30390,30393,
25,1,20,face_353.png,0,"[""Eyes"",""Nose""]",NA,14701,45095,
25,2,40,face_010.png,0,"[""Mouth"",""Nose""]",NA,8912,54008,
25,3,40,face_076.png,0,"[""Mouth"",""Nose""]",NA,15921,69930,
25,4,10,face_079.png,0,"[""Eyes"",""Nose"",""Other""]","cheeks, face shape",19168,89098,
25,5,0,face_160.png,0,"[""Mouth"",""Eyes"",""Nose"",""Jaw""]",NA,14146,103245,
25,6,30,face_260.png,0,"[""Jaw"",""Hair""]",NA,61548,164795,
25,7,50,face_021.png,0,"[""Eyes"",""Nose""]",NA,9864,174662,
25,8,30,face_151.png,0,"[""Nose"",""Hair""]",NA,7321,181983,
25,9,50,face_103.png,0,"[""Mouth""]",NA,5839,187824,
26,0,60,face_376.png,0,"[""Eyes""]",NA,26616,26616,
26,1,50,face_073.png,0,"[""Mouth""]",NA,9783,36401,
26,2,20,face_320.png,0,[],NA,15532,51934,
26,3,50,face_313.png,0,"[""Mouth"",""Eyes""]",NA,14430,66365,
26,4,10,face_001.png,0,[],NA,7298,73664,
26,5,20,face_180.png,0,"[""Eyes""]",NA,11582,85248,
26,6,10,face_085.png,0,[],NA,10448,95699,
26,7,90,face_260.png,0,"[""Mouth"",""Eyes"",""Hair""]",NA,23181,118881,
26,8,50,face_270.png,0,"[""Mouth""]",NA,15850,134733,
26,9,10,face_059.png,0,[],NA,7429,142164,
27,0,10,face_424.png,0,"[""Nose"",""Hair""]",NA,34790,34803,
27,1,0,face_358.png,0,"[""Hair""]",NA,14535,49343,
27,2,40,face_200.png,0,"[""Mouth"",""Eyes"",""Other""]",Clear skin,32981,82330,
27,3,30,face_060.png,0,"[""Mouth"",""Eyes""]",NA,18565,100899,
27,4,60,face_277.png,0,"[""Eyes"",""Hair""]",NA,23212,124115,
27,5,20,face_054.png,0,[],NA,18265,142384,
27,6,50,face_039.png,0,"[""Mouth"",""Eyes""]",NA,15983,158371,
27,7,50,face_378.png,0,"[""Jaw"",""Hair""]",NA,13111,171486,
27,8,50,face_309.png,0,"[""Eyes""]",NA,8845,180335,
27,9,10,face_422.png,0,"[""Nose""]",NA,12617,192955,
28,0,30,face_054.png,0,[],NA,2754,2755,
28,1,10,face_054.png,0,"[""Eyes""]",NA,27041,29799,
28,2,50,face_325.png,0,"[""Eyes"",""Hair""]",NA,1238,31038,
28,3,70,face_325.png,0,"[""Mouth"",""Eyes"",""Nose""]",NA,28816,59854,
28,4,50,face_250.png,0,"[""Nose""]",NA,1559,61414,
28,5,0,face_250.png,0,"[""Mouth""]",NA,17205,78620,
28,6,50,face_062.png,0,"[""Jaw""]",NA,1465,80086,
28,7,30,face_062.png,0,"[""Mouth"",""Hair""]",NA,22834,102920,
28,8,70,face_265.png,0,"[""Eyes""]",NA,1248,104169,
28,9,70,face_265.png,0,"[""Mouth"",""Eyes"",""Nose""]",NA,13111,117280,
28,10,NA,face_333.png,NA,NA,NA,1955,119237,
28,11,90,face_333.png,0,"[""Mouth"",""Eyes"",""Nose"",""Ears"",""Jaw""]",NA,23127,142364,
28,12,NA,face_095.png,NA,NA,NA,1026,143391,
28,13,40,face_095.png,0,"[""Mouth""]",NA,11557,154949,
28,14,NA,face_392.png,NA,NA,NA,746,155695,
28,15,20,face_392.png,0,"[""Eyes""]",NA,17406,173102,
28,16,NA,face_167.png,NA,NA,NA,993,174096,
28,17,0,face_167.png,0,"[""Eyes""]",NA,10493,184590,
28,18,NA,face_438.png,NA,NA,NA,4544,189135,
28,19,50,face_438.png,0,"[""Mouth"",""Eyes"",""Jaw""]",NA,23436,212573,
29,0,20,face_421.png,m,"[""Eyes"",""Nose""]",NA,826,827,
29,1,60,face_421.png,0,"[""Nose"",""Hair"",""Other""]",British,97361,98188,
29,2,60,face_255.png,k,"[""Eyes"",""Nose"",""Hair""]",NA,2867,101055,
29,3,30,face_255.png,0,"[""Mouth"",""Hair""]",NA,35814,136870,
29,4,70,face_011.png,m,"[""Mouth"",""Eyes"",""Jaw""]",NA,2843,139714,
29,5,70,face_011.png,0,"[""Eyes"",""Jaw""]",NA,20853,160568,
29,6,70,face_333.png,",",[],NA,2511,163079,
29,7,70,face_333.png,0,"[""Eyes""]",NA,82990,246069,
29,8,50,face_178.png,",",[],NA,2626,248696,
29,9,60,face_178.png,0,"[""Other""]",forhead,18954,267650,
29,10,NA,face_204.png,m,NA,NA,1674,269324,
29,11,60,face_204.png,0,"[""Mouth"",""Hair""]",NA,7254,276579,
29,12,NA,face_095.png,m,NA,NA,1649,278229,
29,13,40,face_095.png,0,"[""Jaw"",""Hair""]",NA,14423,292653,
29,14,NA,face_199.png,m,NA,NA,1907,294561,
29,15,60,face_199.png,0,"[""Mouth"",""Eyes""]",NA,8742,303303,
29,16,NA,face_147.png,m,NA,NA,1565,304869,
29,17,90,face_147.png,0,"[""Eyes"",""Nose"",""Jaw""]",NA,21982,326851,
29,18,NA,face_239.png,k,NA,NA,1473,328325,
29,19,40,face_239.png,0,"[""Mouth"",""Other""]",NA,15378,343703,
30,0,60,face_376.png,0,"[""Mouth"",""Eyes""]",NA,19139,19144,
30,1,20,face_011.png,0,"[""Eyes"",""Jaw""]",NA,10550,29700,
30,2,0,face_115.png,0,[],NA,4601,34314,
30,3,0,face_433.png,0,[],NA,3471,37792,
30,4,10,face_309.png,0,"[""Ears""]",NA,5369,43169,
30,5,0,face_137.png,0,[],NA,8220,51393,
30,6,20,face_388.png,0,"[""Eyes"",""Nose""]",NA,4841,56236,
30,7,50,face_167.png,0,"[""Mouth"",""Hair""]",NA,6608,62850,
30,8,30,face_313.png,0,"[""Mouth""]",NA,4863,67718,
30,9,0,face_184.png,0,[],NA,4558,72284,
31,0,60,face_001.png,0,"[""Eyes"",""Hair""]",NA,14850,14856,
31,1,70,face_350.png,0,"[""Mouth""]",NA,16129,30990,
31,2,30,face_102.png,0,"[""Eyes"",""Nose""]",NA,15491,46484,
31,3,60,face_420.png,0,"[""Jaw""]",NA,13721,60208,
31,4,30,face_472.png,0,"[""Mouth"",""Hair""]",NA,15177,75390,
31,5,60,face_039.png,0,"[""Mouth"",""Eyes""]",NA,12199,87593,
31,6,80,face_325.png,0,"[""Mouth"",""Eyes""]",NA,11761,99357,
31,7,70,face_355.png,0,"[""Eyes"",""Nose""]",NA,8907,108268,
31,8,30,face_388.png,0,"[""Nose"",""Hair""]",NA,8356,116627,
31,9,60,face_162.png,0,"[""Jaw"",""Hair""]",NA,8594,125225,
32,0,20,face_054.png,0,"[""Jaw"",""Hair""]",NA,19298,19300,
32,1,50,face_030.png,0,"[""Mouth"",""Hair""]",NA,13968,33272,
32,2,30,face_117.png,0,"[""Mouth"",""Eyes""]",NA,16177,49453,
32,3,30,face_077.png,0,"[""Mouth"",""Jaw"",""Hair""]",NA,8143,57600,
32,4,40,face_184.png,0,"[""Mouth"",""Hair""]",NA,7163,64766,
32,5,40,face_204.png,0,"[""Eyes"",""Nose""]",NA,9589,74359,
32,6,60,face_147.png,0,"[""Mouth"",""Nose""]",NA,9933,84296,
32,7,40,face_433.png,0,"[""Nose"",""Hair""]",NA,9646,93945,
